"","author","year","title","journal"
"1791","DELLA ROCCA MICHAEL",2007,"SPINOZA AND THE METAPHYSICS OF SCEPTICISM","MIND"
"1792","FAULKNER PAUL",2007,"ON TELLING AND TRUSTING","MIND"
"1793","MCCULLAGH MARK",2007,"UNDERSTANDING MIXED QUOTATION","MIND"
"1794","TEXTOR MARK",2007,"FREGE'S THEORY OF HYBRID PROPER NAMES DEVELOPED AND DEFENDED","MIND"
"1795","YALCIN SETH",2007,"EPISTEMIC MODALS","MIND"
"1796","KRAUT ROBERT",2010,"UNIVERSALS, METAPHYSICAL EXPLANATIONS, AND PRAGMATISM","JOURNAL OF PHILOSOPHY"
"1797","FRANKISH KEITH",2007,"DECIDING TO BELIEVE AGAIN","MIND"
"1798","HOEFER CARL",2007,"THE THIRD WAY ON OBJECTIVE PROBABILITY: A SCEPTIC'S GUIDE TO OBJECTIVE
CHANCE","MIND"
"1799","PEIJNENBURG JEANNE",2007,"INFINITISM REGAINED","MIND"
"1800","SCHELLENBERG SUSANNA",2007,"ACTION AND SELF-LOCATION IN PERCEPTION","MIND"
"1801","VARZI ACHILLE C",2007,"SUPERVALUATIONISM AND ITS LOGICS","MIND"
"1802","WEINER JOAN",2007,"WHAT'S IN A NUMERAL? FREGE'S ANSWER","MIND"
"1803","KEEFE ROSANNA",2007,"VAGUENESS WITHOUT CONTEXT CHANGE","MIND"
"1804","OWENS DAVID",2007,"DURESS, DECEPTION, AND THE VALIDITY OF A PROMISE","MIND"
"1805","SHOEMAKER DAVID W",2007,"PERSONAL IDENTITY AND PRACTICAL CONCERNS","MIND"
"1806","BRADLEY RICHARD",2007,"A DEFENCE OF THE RAMSEY TEST","MIND"
"1807","WEHMEIER KAI F",2013,"SUBJUNCTIVITY AND CONDITIONALS","JOURNAL OF PHILOSOPHY"
"1808","MILNE PETER",2007,"EXISTENCE, FREEDOM, IDENTITY, AND THE LOGIC OF ABSTRACTIONIST REALISM","MIND"
"1809","ROSENKRANZ SVEN",2007,"AGNOSTICISM AS A THIRD STANCE","MIND"
"1810","BRADDON-MITCHELL DAVID",2006,"BELIEVING FALSELY MAKES IT SO","MIND"
"1811","GOLDSTEIN LAURENCE",2006,"FIBONACCI, YABLO, AND THE CASSATIONIST APPROACH TO PARADOX","MIND"
"1812","HYMAN JOHN",2006,"KNOWLEDGE AND EVIDENCE","MIND"
"1813","LANGE MARC",2006,"HOW TO ACCOUNT FOR THE RELATION BETWEEN CHANCY FACTS AND DETERMINISTIC
LAWS","MIND"
"1814","MCCARTY CHARLES",2006,"THE COHERENCE OF ANTIREALISM","MIND"
"1815","RODRIGUEZ-PEREYRA GONZALO",2006,"TRUTHMAKING, ENTAILMENT, AND THE CONJUNCTION THESIS","MIND"
"1816","SCHIRN MATTHIAS",2006,"CONCEPTS, EXTENSIONS, AND FREGE'S LOGICIST PROJECT","MIND"
"1817","FRANCES BRYAN",2006,"THE NEW LEIBNIZ'S LAW ARGUMENTS FOR PLURALISM","MIND"
"1818","MARTIN ADRIENNE M",2010,"OWNING UP AND LOWERING DOWN: THE POWER OF APOLOGY","JOURNAL OF PHILOSOPHY"
"1819","KING JEFFREY C",2006,"SEMANTICS FOR MONISTS","MIND"
"1820","BARNETT DAVID",2006,"ZIF IS IF","MIND"
"1821","FIELD HARTRY",2006,"TRUTH AND THE UNPROVABILITY OF CONSISTENCY","MIND"
"1822","RIDGE MICHAEL",2006,"SAVING THE ETHICAL APPEARANCES","MIND"
"1823","WEBBER JONATHAN",2006,"CHARACTER, CONSISTENCY, AND CLASSIFICATION","MIND"
"1824","ZALTA EDWARD N",2006,"ESSENCE AND MODALITY","MIND"
"1825","DIVERS J",2006,"POSSIBLE-WORLDS SEMANTICS WITHOUT POSSIBLE WORLDS: THE AGNOSTIC APPROACH","MIND"
"1826","GOMEZ-TORRENTE MARIO",2006,"RIGIDITY AND ESSENTIALITY","MIND"
"1827","KMENT BORIS",2006,"COUNTERFACTUALS AND EXPLANATION","MIND"
"1828","KLEIN COLIN",2010,"RESPONSE TO TUMULTY ON PAIN AND IMPERATIVES","JOURNAL OF PHILOSOPHY"
"1829","MOORE AW",2006,"WILLIAMS, NIETZSCHE, AND THE MEANINGLESSNESS OF IMMORTALITY","MIND"
"1830","ROBINSON LUKE",2006,"MORAL HOLISM, MORAL GENERALISM, AND MORAL DISPOSITIONALISM","MIND"
"1831","DENBY DAVID A",2006,"THE DISTINCTION BETWEEN INTRINSIC AND EXTRINSIC PROPERTIES","MIND"
"1832","GIBBONS JOHN",2006,"ACCESS EXTERNALISM","MIND"
"1833","HUGGETT N",2006,"THE REGULARITY ACCOUNT OF RELATIONAL SPACETIME","MIND"
"1834","SIDER THEODORE",2006,"QUANTIFIERS AND TEMPORAL ONTOLOGY","MIND"
"1835","CARTWRIGHT RICHARD L",2005,"REMARKS ON PROPOSITIONAL FUNCTIONS","MIND"
"1836","JONSSON OP",2005,"THE BIKE PUZZLE","MIND"
"1837","KAPLAN DAVID",2005,"READING `ON DENOTING' ON ITS CENTENARY","MIND"
"1838","SALMON NATHAN",2010,"LAMBDA IN SENTENCES WITH DESIGNATORS: AN ODE TO COMPLEX PREDICATION","JOURNAL OF PHILOSOPHY"
"1839","KRIPKE S",2005,"RUSSELL'S NOTION OF SCOPE","MIND"
"1840","SALMON NATHAN",2005,"ON DESIGNATING","MIND"
"1841","SCHIFFER STEPHEN",2005,"RUSSELL'S THEORY OF DEFINITE DESCRIPTIONS","MIND"
"1842","SZABO ZOLTAN GENDLER",2005,"THE LOSS OF UNIQUENESS","MIND"
"1843","HELLIE BENJ",2005,"NOISE AND PERCEPTUAL INDISCRIMINABILITY","MIND"
"1844","KOLODNY NIKO",2005,"WHY BE RATIONAL?","MIND"
"1845","MACBRIDE F",2005,"THE PARTICULAR-UNIVERSAL DISTINCTION: A DOGMA OF METAPHYSICS?","MIND"
"1846","MERRICKS TRENTON",2005,"COMPOSITION AND VAGUENESS","MIND"
"1847","PEACOCKE CHRISTOPHER",2005,"JUSTIFICATION, REALISM AND THE PAST","MIND"
"1848","MORREAU MICHAEL",2010,"IT SIMPLY DOES NOT ADD UP: TROUBLE WITH OVERALL SIMILARITY","JOURNAL OF PHILOSOPHY"
"1849","BAKER ALAN",2005,"ARE THERE GENUINE MATHEMATICAL EXPLANATIONS OF PHYSICAL PHENOMENA?","MIND"
"1850","HARCOURT E",2005,"QUASI-REALISM AND ETHICAL APPEARANCES","MIND"
"1851","HAWTHORNE JOHN",2005,"DEGREE-OF-BELIEF AND DEGREE-OF-SUPPORT: WHY BAYESIANS NEED BOTH NOTIONS","MIND"
"1852","WEINER JOAN",2005,"SEMANTIC DESCENT","MIND"
"1853","OWENS DAVID",2005,"THE RIGHT AND THE REASONABLE","MIND"
"1854","HERSHENOV DB",2005,"DO DEAD BODIES POSE A PROBLEM FOR BIOLOGICAL APPROACHES TO PERSONAL
IDENTITY?","MIND"
"1855","RODRIGUEZ-PEREYRA GONZALO",2004,"MODAL REALISM AND METAPHYSICAL NIHILISM","MIND"
"1856","BUZAGLO MEIR",2010,"A NOTE ON PARITY AND MODALITY","JOURNAL OF PHILOSOPHY"
"1857","MILLICAN PETER",2004,"THE ONE FATAL FLAW IN ANSELM'S ARGUMENT","MIND"
"1858","WIGGINS DAVID",2004,"NEO-ARISTOTELIAN REFLECTIONS ON JUSTICE","MIND"
"1859","FITZPATRICK WJ",2004,"REASONS, VALUE, AND PARTICULAR AGENTS: NORMATIVE RELEVANCE WITHOUT
MOTIVATIONAL INTERNALISM","MIND"
"1860","MOLTMANN FRIEDERIKE",2004,"PROPERTIES AND KINDS OF TROPES: NEW LINGUISTIC FACTS AND OLD
PHILOSOPHICAL INSIGHTS","MIND"
"1861","SULLIVAN PM",2004,"`THE GENERAL PROPOSITIONAL FORM IS A VARIABLE' (TRACTATUS 4.53)","MIND"
"1862","TRAVIS CHARLES",2004,"THE SILENCE OF THE SENSES","MIND"
"1863","HOFFMANN A",2003,"A PUZZLE ABOUT TRUTH AND SINGULAR PROPOSITIONS","MIND"
"1864","GOSWICK DANA",2010,"BRIDGING THE MODAL GAPS","JOURNAL OF PHILOSOPHY"
"1865","WHITE ROGER",2003,"THE EPISTEMIC ADVANTAGE OF PREDICTION OVER ACCOMMODATION","MIND"
"1866","COLLINS J",2003,"HORWICH'S SCHEMATA MEET `SYNTACTIC STRUCTURES'","MIND"
"1867","LOPES DOMINIC MCIVER",2003,"THE AESTHETICS OF PHOTOGRAPHIC TRANSPARENCY","MIND"
"1868","ROSENKRANZ SVEN",2003,"WRIGHT ON VAGUENESS AND AGNOSTICISM","MIND"
"1869","WRIGHT CRISPIN",2003,"ROSENKRANZ ON QUANDARY, VAGUENESS AND INTUITIONISM","MIND"
"1870","FINE KIT",2003,"THE NON-IDENTITY OF A MATERIAL THING AND ITS MATTER","MIND"
"1871","GREENOUGH P",2003,"VAGUENESS: A MINIMAL THEORY","MIND"
"1872","SMITH NICHOLAS JJ",2003,"VAGUENESS BY NUMBERS? NO WORRIES","MIND"
"1873","KEEFE ROSANNA",2003,"UNSOLVED PROBLEMS WITH NUMBERS: REPLY TO SMITH","MIND"
"1874","HYDE D",2003,"HIGHER-ORDERS OF VAGUENESS REINSTATED","MIND"
"1875","BARKER STEPHEN",2003,"TRUTH AND CONVENTIONAL IMPLICATURE","MIND"
"1876","PINILLOS NA",2003,"COUNTING AND INDETERMINATE IDENTITY","MIND"
"1877","RUFFINO M",2003,"WHY FREGE WOULD NOT BE A NEO-FREGEAN","MIND"
"1878","BREMER MANUEL",2003,"IS THERE AN ANALYTIC LIMIT OF GENUINE MODAL REALISM?","MIND"
"1879","BROMAND JOACHIM",2002,"WHY PARACONSISTENT LOGIC CAN ONLY TELL HALF THE TRUTH (DIALETHEISM, SEMANTIC PARADOXES)","MIND"
"1880","SHAPIRO STEWART",2002,"INCOMPLETENESS AND INCONSISTENCY (GRAHAM PRIEST, `IN CONTRADICTION')","MIND"
"1881","PETTIT D",2002,"WHY KNOWLEDGE IS UNNECESSARY FOR UNDERSTANDING LANGUAGE (AGAINST THE
EPISTEMIC VIEW)","MIND"
"1882","TENNANT NEIL",2002,"DEFLATIONISM AND THE GODEL PHENOMENA (SEMANTICAL ARGUMENT, FIRST-ORDER
FORMAL ARITHMETIC)","MIND"
"1883","NANAY BENCE",2010,"A MODAL THEORY OF FUNCTION","JOURNAL OF PHILOSOPHY"
"1884","COOK RT",2002,"VAGUENESS AND MATHEMATICAL PRECISION","MIND"
"1885","PEREZ LARAUDOGOITIA J",2002,"JUST AS BEAUTIFUL BUT NOT (NECESSARILY) A SUPERTASK (INDETERMINISM, ESCAPE TO INFINITY, SELF-EXCITATION)","MIND"
"1886","DUMMETT M",2002,"`YES', `NO', AND `CAN'T SAY' (REPLY TO RUMFITT)","MIND"
"1887","GIBBARD P",2002,"PRICE AND RUMFITT ON REJECTIVE NEGATION AND CLASSICAL LOGIC","MIND"
"1888","RUMFITT I",2002,"UNILATERALISM DISARMED: A REPLY TO DUMMETT AND GIBBARD","MIND"
"1889","EDWARDS J",2002,"THEORIES OF MEANING AND LOGICAL CONSTANTS: DAVIDSON VERSUS EVANS","MIND"
"1890","LEWIS D",2002,"TENSING THE COPULA","MIND"
"1891","SOWERS GF",2002,"THE DEMISE OF THE DOOMSDAY ARGUMENT","MIND"
"1892","PAUL LA",2010,"TEMPORAL EXPERIENCE","JOURNAL OF PHILOSOPHY"
"1893","SREENIVASAN GOPAL",2002,"ERRORS ABOUT ERRORS: VIRTUES THEORY AND TRAIT ATTRIBUTION","MIND"
"1894","COLYVAN MARK",2002,"MATHEMATICS AND AESTHETIC CONSIDERATIONS IN SCIENCE","MIND"
"1895","FARA DELIA GRAFF",2001,"PHENOMENAL CONTINUA AND THE SORITES","MIND"
"1896","JESHION ROBIN",2001,"FREGE'S NOTIONS OF SELF-EVIDENCE","MIND"
"1897","MCDERMOTT M",2001,"QUINE'S HOLISM AND FUNCTIONALIST HOLISM","MIND"
"1898","AUDI ROBERT",2001,"A KANTIAN INTUITIONISM","MIND"
"1899","RECANATI F",2001,"OPEN QUOTATION (SEMANTICS, PRAGMATICS)","MIND"
"1900","GERTLER BRIE",2001,"THE EXPLANATORY GAP IS NOT AN ILLUSION: REPLY TO MICHAEL TYE","MIND"
"1901","TYE MICHAEL",2001,"OH YES IT IS (REPLY TO GERTLER)","MIND"
"1902","ALMOG JOSEPH",2010,"NATURE WITHOUT ESSENCE","JOURNAL OF PHILOSOPHY"
"1903","HAUKIOJA J",2001,"NOT SO QUICK: A REPLY TO CHAMBERS","MIND"
"1904","KROON FREDERICK",2001,"CHAMBERS ON PUTNAM'S PARADOX","MIND"
"1905","CHAMBERS TIMOTHY",2001,"PUTNAM'S PARADOX: A LESS QUICK REPLY TO HAUKIOJA AND KROON","MIND"
"1906","CROSS CHARLES B",2001,"THE PARADOX OF THE KNOWER WITHOUT EPISTEMIC CLOSURE","MIND"
"1907","EVNINE SJ",2001,"THE UNIVERSALITY OF LOGIC: ON THE CONNECTION BETWEEN RATIONALITY AND
LOGICAL ABILITY","MIND"
"1908","SHAGRIR O",2001,"CONTENT, COMPTUTATION AND EXTERNALISM","MIND"
"1909","HYDE D",2001,"A REPLY TO BEALL AND COLYVAN (SORITES PARADOX)","MIND"
"1910","YI BYEONG-UK",2001,"COMPACT ENTAILMENT AND WRIGHT'S VERIFICATION PRINCIPLE","MIND"
"1911","BERKOVITZ JOSEPH",2001,"ON CHANCE IN CAUSAL LOOPS","MIND"
"1912","DRESNER ELI",2010,"MEASUREMENT-THEORETIC REPRESENTATION AND COMPUTATION-THEORETIC
REALIZATION","JOURNAL OF PHILOSOPHY"
"1913","CALLENDER CRAIG",2001,"HUMEAN SUPERVENIENCE AND ROTATING HOMOGENEOUS MATTER","MIND"
"1914","WRIGHT CRISPIN",2001,"ON BEING IN A QUANDARY - RELATIVISM, VAGUENESS, LOGICAL REVISIONISM","MIND"
"1915","FODOR JA",2001,"DOING WITHOUT WHAT'S WITHIN: FIONA COWIE'S CRITIQUE OF NATIVISM ('WHAT'S
WITHIN? NATIVISM RECONSIDERED')","MIND"
"1916","D'CRUZ M",2000,"A THEORY OF ORDINARY PROPER NAMES","MIND"
"1917","MELLOR DH",2000,"THE SEMANTICS AND ONTOLOGY OF DISPOSITIONS","MIND"
"1918","RUMFITT I",2000,"``YES{''} AND ``NO{''}","MIND"
"1919","TENNANT NEIL",2000,"ANTI-REALIST APORIAS","MIND"
"1920","KUHN ST",2000,"EMBEDDED DEFINITE DESCRIPTIONS: RUSSELLIAN ANALYSIS AND SEMANTIC PUZZLES","MIND"
"1921","MICHAEL MICHAELIS",2010,"BELIEF DE RE, KNOWING WHO, AND SINGULAR THOUGHT","JOURNAL OF PHILOSOPHY"
"1922","MELIA J",2000,"WEASELING AWAY THE INDISPENSABILITY ARGUMENT","MIND"
"1923","FRANCES BRYAN",2000,"DISQUOTATION AND SUBSTITUTIVITY","MIND"
"1924","TRAVIS CHARLES",2000,"TAKING THOUGHT (A DISCUSSION OF JOHN MCDOWELL'S `MIND, VALUE AND
REALITY' AND `MEANING, KNOWLEDGE AND REALITY')","MIND"
"1925","MOORE JG",2000,"DISQUOTATION AND CONSISTENCY: A REPLY TO FRANCES","MIND"
"1926","CHAMBERS TIMOTHY",2000,"A QUICK REPLY TO PUTNAM'S PARADOX","MIND"
"1927","RIEGER A",2000,"AN ARGUMENT FOR FINSLER-ACZEL SET THEORY","MIND"
"1928","RODRIGUEZ-PEREYRA GONZALO",2000,"WHAT IS THE PROBLEM OF UNIVERSALS?","MIND"
"1929","CHAPPELL T",2000,"THE RELEVANCE OF METAPHYSICS TO BIOETHICS: A REPLY TO EARL CONEE","MIND"
"1930","CONEE EARL",2000,"REPLY TO TIMOTHY CHAPPELL","MIND"
"1931","ROBERTSON T",2000,"ESSENTIALISM: ORIGIN AND ORDER","MIND"
"1932","RAMACHANDRAN M",2000,"NOORDHOF ON PROBABILISTIC CAUSATION","MIND"
"1933","NOORDHOF P",2000,"RAMACHANDRAN'S FOUR COUNTEREXAMPLES","MIND"
"1934","GEORGE A",2000,"ON WASHING THE FUR WITHOUT WETTING IT: QUINE, CARNAP, AND ANALYTICITY","MIND"
"1935","TEICHMANN R",2000,"QUIZ (PHILOSOPHY)","MIND"
"1936","GOLDIE P",2000,"EXPLAINING EXPRESSIONS OF EMOTION (ACTION, DESIRE)","MIND"
"1937","PERCIVAL P",2000,"LEWIS'S DILEMMA OF EXPLANATION UNDER INDETERMINISM EXPOSED AND RESOLVED","MIND"
"1938","READ S",2000,"TRUTHMAKERS AND THE DISJUNCTION THESIS","MIND"
"1939","AHMED ARIF",2000,"HALE ON SOME ARGUMENTS FOR THE NECESSITY OF NECESSITY","MIND"
"1940","SWANSON ERIC",2010,"LESSONS FROM THE CONTEXT SENSITIVITY OF CAUSAL TALK","JOURNAL OF PHILOSOPHY"
"1941","HALE BOB",2000,"REPLY TO AHMED (DISJUNCTION THESIS)","MIND"
"1942","KOLBEL M",2000,"EDGINGTON ON COMPOUNDS OF CONDITIONALS (TRUTH CONDITIONS)","MIND"
"1943","EDGINGTON D",2000,"GENERAL CONDITIONAL STATEMENTS: A RESPONSE TO KOLBEL","MIND"
"1944","SMITH NICHOLAS JJ",2000,"THE PRINCIPLES OF UNIFORM SOLUTION (OF THE PARADOXES OF SELF-REFERENCE)","MIND"
"1945","PRIEST G",2000,"ON THE PRINCIPLE OF UNIFORM SOLUTION: A REPLY TO SMITH","MIND"
"1946","SORENSEN ROY",2000,"A PLENUM OF PALINDROMES FOR LEWIS CARROLL","MIND"
"1947","CONEE EARL",1999,"METAPHYSICS AND THE MORALITY OF ABORTION","MIND"
"1948","HALL N",1999,"HOW TO SET A SURPRISE EXAM","MIND"
"1949","TYE MICHAEL",1999,"PHENOMENAL CONSCIOUSNESS: THE EXPLANATORY GAP AS A COGNITIVE ILLUSION","MIND"
"1950","AKIBA KEN",1999,"ON SUPER- AND SUBVALUATIONISM: A CLASSICIST'S REPLY TO HYDE","MIND"
"1951","ROUSH SHERRILYN",2010,"CLOSURE ON SKEPTICISM","JOURNAL OF PHILOSOPHY"
"1952","HYDE D",1999,"PLEADING CLASSICISM","MIND"
"1953","BEALL JC",1999,"COMPLETING SORENSON'S MENU: A NON-MODAL YABLOESQUE CURRY","MIND"
"1954","SAKA PAUL",1999,"QUOTATION: A REPLY TO CAPPELEN \& LEPORE","MIND"
"1955","NOONAN HW",1999,"MICROPHYSICAL SUPERVENIENCE AND CONSCIOUSNESS","MIND"
"1956","BARKER STEPHEN",1999,"COUNTERFACTUALS, PROBABILISTIC COUNTERFACTUALS AND CAUSATION","MIND"
"1957","MACBRIDE F",1999,"COULD ARMSTRONG HAVE BEEN A UNIVERSAL?","MIND"
"1958","WARMBROD K",1999,"LOGICAL CONSTANTS","MIND"
"1959","BOSTROM NICK",1999,"THE DOOMSDAY ARGUMENT IS ALIVE AND KICKING","MIND"
"1960","GRAHAM PETER J",1999,"DEFENDING MILLIANISM","MIND"
"1961","FRANCES BRYAN",1999,"DEFENDING THE DEFENSE","MIND"
"1962","DIVERS J",1999,"A GENUINE REALIST THEORY OF ADVANCED MODALIZING","MIND"
"1963","LAZAR A",1999,"DECEIVING ONESELF OR SELF-DECEIVED? ON THE FORMATION OF BELIEFS `UNDER
THE INFLUENCE' (SELF-DECEPTION, MOTIVATIONAL FACTORS)","MIND"
"1964","MCDERMOTT M",1999,"COUNTERFACTUALS AND ACCESS POINTS","MIND"
"1965","NOORDHOF P",1999,"THE OVERDETERMINATION ARGUMENT VERSUS THE CAUSE-AND-ESSENCE PRINCIPLE -
NO CONTEST","MIND"
"1966","STURGEON SCOTT",1999,"CONCEPTUAL GAPS AND ODD POSSIBILITIES (OVERDETERMINATION ARGUMENT)","MIND"
"1967","MOORE JG",1999,"MISDISQUOTATION AND SUBSTITUTIVITY: WHEN NOT TO INFER BELIEF FROM ASSENT","MIND"
"1968","HALBACH VOLKER",1999,"DISQUOTATIONALISM AND INFINITE CONJUNCTIONS","MIND"
"1969","SOSA ERNEST",2010,"VALUE MATTERS IN EPISTEMOLOGY","JOURNAL OF PHILOSOPHY"
"1970","HALE BOB",1999,"ON SOME ARGUMENTS FOR THE NECESSITY OF NECESSITY (LOGICAL)","MIND"
"1971","HAWLEY KATHERINE",1999,"PERSISTENCE AND NON-SUPERVIENIENT RELATIONS (TEMPORAL PARTS, KRIPKE, ARMSTRONG)","MIND"
"1972","KETLAND JEFFREY",1999,"DEFLATIONISM AND TARSKI'S PARADISE (TRUTH, LOGIC, MATHEMATICAL THEORIES)","MIND"
"1973","NOORDHOF P",1999,"PROBABILISTIC CAUSATION, PREEMPTION AND COUNTERFACTUALS","MIND"
"1974","WILLIAMSON TIMOTHY",1999,"ON THE STRUCTURE OF HIGHER-ORDER VAGUENESS","MIND"
"1975","ABBOTT BARBARA",1999,"WATER = H2O (QUESTION OF DEFINITION)","MIND"
"1976","HUGHES C",1999,"BUNDLE THEORY FROM A TO B (THEORY OF SUBSTANCES)","MIND"
"1977","FRANCES BRYAN",1998,"DEFENDING MILLIAN THEORIES (PROPER NAMES AND REFERENTS)","MIND"
"1978","ROBERTSON T",1998,"POSSIBILITIES AND THE ARGUMENTS FOR ORIGIN ESSENTIALISM (NATHAN SALMON, GRAEME FORBES)","MIND"
"1979","SHAPIRO SC",1998,"A PROCEDURAL SOLUTION TO THE UNEXPECTED HANGING AND SORITES PARADOXES","MIND"
"1980","ANTONELLI GIAN ALDO",2010,"THE NATURE AND PURPOSE OF NUMBERS","JOURNAL OF PHILOSOPHY"
"1981","WEIR A",1998,"NAIVE SET THEORY IS INNOCENT! (PARADOX)","MIND"
"1982","WENAR L",1998,"ORIGINAL ACQUISITION OF PRIVATE PROPERTY (LIBERTARIANISM AND RIGHTS)","MIND"
"1983","GENDLER TAMAR SZABO",1998,"CONTINENCE ON THE CHEAP (REPLY TO SORENSON)","MIND"
"1984","GRATTAN-GUINNESS I",1998,"STRUCTURAL SIMILARITY OR STRUCTURALISM? COMMENTS ON PRIEST'S ANALYSIS OF
THE PARADOXES OF SELF-REFERENCE","MIND"
"1985","PRIEST G",1998,"THE IMPORT OF INCLOSURE: SOME COMMENTS ON GRATTAN-GUINNESS","MIND"
"1986","HAWLEY KATHERINE",1998,"MERRICKS ON WHETHER BEING CONSCIOUS IS INTRINSIC","MIND"
"1987","MERRICKS TRENTON",1998,"ON WHETHER BEING CONSCIOUS IS INTRINSIC","MIND"
"1988","PEACOCKE CHRISTOPHER",1998,"THE PRINCIPLE-BASED CONCEPTION OF MODALITY: SULLIVAN'S QUESTION
ADDRESSED","MIND"
"1989","WALLER D",1998,"THE CHICKEN AND HER EGG (ONTOGENY, PHYLOGENY)","MIND"
"1990","ENDICOTT RONALD P",2010,"COMMENTS AND CRITICISM. REALIZATION, REDUCTIOS, AND CATEGORY INCLUSION","JOURNAL OF PHILOSOPHY"
"1991","GARCIA-CARPINTERO M",1998,"INDEXICALS AS TOKEN-REFLEXIVES","MIND"
"1992","KEEFE ROSANNA",1998,"VAGUENESS BY NUMBERS","MIND"
"1993","KOLNAI A",1998,"THE STANDARD MODES OF AVERSION: FEAR, DISGUST AND HATRED","MIND"
"1994","SHAPIRO STEWART",1998,"INDUCTION AND INDEFINITE EXTENSIBILITY: THE GODEL SENTENCE IS TRUE, BUT
DID SOMEONE CHANGE THE SUBJECT?","MIND"
"1995","WALSH DM",1998,"WIDE CONTENT INDIVIDUALISM","MIND"
"1996","SULLIVAN PM",1998,"THE ``MODAL EXTENSION PRINCIPLE{''}: A QUESTION ABOUT PEACOCKE'S
APPROACH TO MODALITY","MIND"
"1997","TSOHATZIDIS SL",1998,"THE HYBRID THEORY OF MIXED QUOTATION (RE ``VARIETIES OF QUOTATION{''}, BY CAPPELEN AND LEPORE, MIND, VOL 106, PG 429-450, 1997)","MIND"
"1998","WIGGINS DAVID",1998,"AFTERWORD (TO AUREL KOLNAI'S ESSAY, THE `STANDARD MODES OF AVERSION')","MIND"
"1999","BROWN JESSICA",1998,"NATURAL KIND TERMS AND RECOGNITIONAL CAPACITIES (KRIPKE, PUTNAM, PHILOSOPHY OF LANGUAGE AND MIND)","MIND"
"2000","BAKER LYNNE RUDDER",2013,"THREE-DIMENSIONALISM RESCUED: A BRIEF REPLY TO MICHAEL DELLA ROCCA","JOURNAL OF PHILOSOPHY"
"2001","BURGE TYLER",1998,"FREGE ON KNOWING THE FOUNDATION (EUCLIDEANISM, SELF-EVIDENCE, AXIOM)","MIND"
"2002","ELDER CL",1998,"WHAT VERSUS HOW IN NATURALLY SELECTED REPRESENTATIONS (BIOLOGICAL
NATURALISM, TELEOSEMANTICS)","MIND"
"2003","ESFELD M",1998,"HOLISM AND ANALYTIC PHILOSOPHY","MIND"
"2004","HANSER M",1998,"INTENTION AND TELEOLOGY (PHILOSOPHICAL THEORY OF ACTION)","MIND"
"2005","STURGEON SCOTT",1998,"PHYSICALISM AND OVERDETERMINATION (WORLD VIEW, CAUSALITY)","MIND"
"2006","VAN DEEMTER K",1998,"DOMAINS OF DISCOURSE AND THE SEMANTICS OF AMBIGUOUS UTTERANCES: A REPLY
TO GAUKER","MIND"
"2007","GAUKER CHRISTOPHER",1998,"INTELLIGIBILITY IN SEMANTICS: REPLY TO VAN DEEMTER","MIND"
"2008","LAPORTE J",1998,"LIVING WATER (QUESTION OF DEFINITION)","MIND"
"2009","NOORDHOF P",1998,"PROBLEMS FOR THE M-SET ANALYSIS OF CAUSATION","MIND"
"2010","LINNEBO OYSTEIN",2010,"PLURALITIES AND SETS","JOURNAL OF PHILOSOPHY"
"2011","RAMACHANDRAN M",1998,"THE M-SET ANALYSIS OF CAUSATION: OBJECTIONS AND RESPONSES (REPLY TO PAUL
NOORDHOF)","MIND"
"2012","BEALER GEORGE",1998,"PROPOSITIONS","MIND"
"2013","DONAHO S",1998,"ARE DECLARATIVE SENTENCES REPRESENTATIONAL?","MIND"
"2014","MERRICKS TRENTON",1998,"AGAINST THE DOCTRINE OF MICROPHYSICAL SUPERVENIENCE","MIND"
"2015","PIETROSKI PAUL M",1998,"ACTIONS, ADJUNCTS, AND AGENCY","MIND"
"2016","SAKA PAUL",1998,"QUOTATION AND THE USE-MENTION DISTINCTION","MIND"
"2017","SORENSEN ROY",1998,"YABLO'S PARADOX AND KINDRED INFINITE LIARS","MIND"
"2018","BLACKBURN SIMON",1998,"WITTGENSTEIN, WRIGHT, RORTY AND MINIMALISM","MIND"
"2019","WRIGHT CRISPIN",1998,"COMRADES AGAINST QUIETISM: REPLY TO SIMON BLACKBURN ON TRUTH AND
OBJECTIVITY","MIND"
"2020","PINK T",1998,"REASONS FOR FORMING AN INTENTION: REPLY TO GOETZ","MIND"
"2021","GOETZ S",1998,"REASONS FOR FORMING AN INTENTION: A REPLY TO PINK","MIND"
"2022","HEAL J",1997,"INDEXICAL PREDICATES AND THEIR USES","MIND"
"2023","HYDE D",1997,"FROM HEAPS AND GAPS TO HEAPS OF GLUTS + VAGUENESS","MIND"
"2024","KAC MB",1997,"THE PROPER TREATMENT OF SINGULAR TERMS IN ORDINARY ENGLISH","MIND"
"2025","STIRTON WR",1997,"ANTI-REALISM, TRUTH-CONDITIONS AND VERIFICATIONISM","MIND"
"2026","WILLIAMSON TIMOTHY",1997,"KNOWLEDGE AS EVIDENCE","MIND"
"2027","HALES SD",1997,"REPLY TO SHOGENJI ON RELATIVISM","MIND"
"2028","STRATTON-LAKE PHILIP",1997,"CAN HOOKER'S RULE-CONSEQUENTIALIST PRINCIPLE JUSTIFY ROSS'S PRIMA-FACIE
DUTIES?","MIND"
"2029","HOOKER B",1997,"REPLY TO STRATTON-LAKE","MIND"
